Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/
    
Estimated larceny-theft rate
Year,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2000,       2864.8,       2685.8,       3444.1,       2608.7,       1924.5,       2623.5,       2011.4,       2725.9,       3785.4,       3242.9,       2937.0,       3570.2,       2206.0,       2521.6,       2379.9,       2225.2,       2978.6,       1809.6,       3229.9,       1875.1,       2745.7,       1660.5,       2291.9,       2403.7,       2452.2,       2851.3,       2957.0,       2870.3,       2208.2,       1680.0,       1848.8,       3184.4,       1796.4,       2891.8,       1727.2,       2583.2,       2785.4,       3338.7,       1839.2,       2102.2,       3125.2,       1663.7,       2708.8,       3057.4,       3288.5,       2165.5,       2064.8,       3234.6,       1556.1,       2229.9,       2494.6
2001,       2685.0,       2634.8,       3520.8,       2582.5,       2016.6,       2738.9,       1914.7,       2444.9,       3888.5,       3154.8,       2837.2,       3661.3,       2141.9,       2450.1,       2404.1,       2259.4,       2851.0,       1756.0,       3121.8,       1914.0,       2709.5,       1668.8,       2265.7,       2498.1,       2458.8,       2969.9,       2726.4,       3064.6,       2148.7,       1592.9,       1833.3,       3080.7,       1725.6,       2891.0,       1819.7,       2598.6,       2724.7,       3542.1,       1815.4,       2253.1,       3120.1,       1657.7,       2870.1,       3133.3,       3101.6,       2027.2,       2182.4,       3255.8,       1569.6,       2317.4,       2621.3
2002,       2767.0,       2765.3,       3704.0,       2628.3,       2044.7,       2781.4,       1871.7,       2302.3,       3814.1,       3064.3,       2745.7,       3977.2,       2163.6,       2417.1,       2372.5,       2330.2,       2724.3,       1769.7,       2978.0,       1899.1,       2629.5,       1680.6,       2134.4,       2430.9,       2458.1,       2820.7,       2601.0,       2977.6,       2189.6,       1527.6,       1726.6,       2883.6,       1662.1,       2760.8,       1814.3,       2516.0,       2870.9,       3378.2,       1723.1,       2251.3,       3002.0,       1596.3,       2791.3,       3169.7,       3225.6,       1733.3,       2161.8,       3189.8,       1525.0,       2267.9,       2666.8
2003,       2754.1,       2784.4,       3561.9,       2495.1,       2062.7,       2737.6,       1880.4,       2314.1,       3249.3,       2973.6,       2849.0,       3588.1,       2162.3,       2339.4,       2349.9,       2189.0,       2916.6,       1677.5,       2881.2,       1836.5,       2437.7,       1620.9,       2068.3,       2294.9,       2369.6,       2825.8,       2483.2,       2815.8,       2378.1,       1546.8,       1646.4,       2693.3,       1620.9,       2755.9,       1630.4,       2460.1,       2948.9,       3432.0,       1724.1,       2074.2,       3080.7,       1512.9,       2853.1,       3160.8,       3202.3,       1635.9,       2082.3,       3142.1,       1568.3,       2169.7,       2636.7
2004,       2732.4,       2456.7,       3118.7,       2699.7,       2033.1,       2679.5,       1908.3,       2323.3,       2623.8,       2775.2,       2796.8,       3254.7,       2034.8,       2257.9,       2387.7,       2106.9,       2967.2,       1703.0,       2975.1,       1832.4,       2335.6,       1585.7,       1929.8,       2226.1,       2256.0,       2747.9,       2382.3,       2654.9,       2247.8,       1518.1,       1611.7,       2736.1,       1613.2,       2659.7,       1495.5,       2464.3,       2874.1,       3282.0,       1728.2,       2002.3,       3120.4,       1413.1,       2881.7,       3099.5,       3093.7,       1696.1,       2060.5,       3173.4,       1741.5,       2025.6,       2639.3
2005,       2656.0,       2601.0,       2958.0,       2720.0,       1915.0,       2736.0,       1840.0,       2148.0,       2549.0,       2662.0,       2733.0,       3313.0,       1931.0,       2175.0,       2414.0,       2048.0,       2774.0,       1686.0,       2504.0,       1837.0,       2299.0,       1524.0,       1922.0,       2230.0,       2093.0,       2747.0,       2546.0,       2580.0,       2156.0,       1415.0,       1571.0,       2633.0,       1565.0,       2549.0,       1534.0,       2433.0,       2648.0,       3114.0,       1732.0,       1823.0,       2978.0,       1336.0,       2844.0,       2953.0,       2894.0,       1750.0,       2044.0,       3147.0,       1797.0,       2000.0,       2536.0
2006,       2640.8,       2579.5,       2891.9,       2584.5,       1835.3,       2322.0,       1847.9,       2396.0,       2735.5,       2619.0,       2503.7,       2939.3,       1715.3,       2124.2,       2386.2,       2045.5,       2729.7,       1716.5,       2626.2,       1926.9,       2270.4,       1564.7,       1973.0,       2239.0,       1972.3,       2633.6,       2292.9,       2528.4,       2020.8,       1534.6,       1543.8,       2346.5,       1542.7,       2564.4,       1521.1,       2437.0,       2286.9,       2672.3,       1745.4,       1765.8,       2894.4,       1273.0,       2718.8,       2759.6,       2607.0,       1740.2,       1874.8,       2864.1,       1776.5,       2081.9,       2379.6
2007,       2689.5,       2476.9,       2793.5,       2578.5,       1790.6,       2067.6,       1739.9,       2365.3,       2956.0,       2689.0,       2498.1,       2921.5,       1649.1,       2084.5,       2332.4,       1908.2,       2662.1,       1685.5,       2755.3,       1839.3,       2265.9,       1611.3,       1899.2,       2229.7,       1934.8,       2659.2,       2329.7,       2337.7,       1942.9,       1513.0,       1532.9,       2306.8,       1506.3,       2574.1,       1485.0,       2308.2,       2232.2,       2539.2,       1699.1,       1812.7,       2876.8,       1305.9,       2741.8,       2774.0,       2592.2,       1747.0,       1888.4,       2640.2,       1728.5,       2105.8,       2271.3
2008,       2714.3,       2218.4,       2607.0,       2448.2,       1770.2,       1982.7,       1805.4,       2524.9,       3372.2,       2765.7,       2557.5,       2439.4,       1544.3,       2068.1,       2310.5,       1741.8,       2420.5,       1810.1,       2541.3,       1875.9,       2378.3,       1645.3,       1844.9,       2160.1,       1828.4,       2537.4,       2153.5,       2152.8,       1915.8,       1726.2,       1595.7,       2368.3,       1528.8,       2542.5,       1524.9,       2270.5,       2203.7,       2445.3,       1760.2,       1991.5,       2819.7,       1276.6,       2683.8,       2690.2,       2569.0,       1899.7,       1946.1,       2550.1,       1761.8,       2069.2,       2174.7
2009,       2507.5,       2183.5,       2364.8,       2361.3,       1665.0,       1892.2,       1705.1,       2354.0,       3213.0,       2588.6,       2332.0,       2580.0,       1492.2,       1927.3,       2135.9,       1654.2,       2323.7,       1690.7,       2540.1,       1817.1,       2206.7,       1619.7,       1791.7,       1996.9,       1772.7,       2350.9,       2002.9,       2087.0,       1757.9,       1717.4,       1473.4,       2298.0,       1498.8,       2301.7,       1464.6,       2163.9,       2273.2,       2223.5,       1623.1,       1842.3,       2614.4,       1340.6,       2514.3,       2737.7,       2497.9,       1783.6,       1907.7,       2527.3,       1728.4,       1979.7,       2078.0
2010,       2414.9,       2175.3,       2403.4,       2252.1,       1608.4,       1932.2,       1577.8,       2399.8,       3225.9,       2433.6,       2328.6,       2323.7,       1501.7,       1889.7,       2113.9,       1580.0,       2230.5,       1713.5,       2425.8,       1849.3,       2049.5,       1603.6,       1718.6,       1947.6,       1777.2,       2343.8,       2035.0,       2016.0,       1572.8,       1730.6,       1463.2,       2154.2,       1511.9,       2176.3,       1354.4,       2154.5,       2162.2,       2279.5,       1607.5,       1751.2,       2621.1,       1371.1,       2418.1,       2592.2,       2422.7,       1657.3,       1819.4,       2498.8,       1515.6,       1897.4,       1970.8
2011,       2319.3,       2052.1,       2402.9,       2404.1,       1584.0,       1877.4,       1535.3,       2422.7,       3448.5,       2418.0,       2359.7,       2266.8,       1555.1,       1845.8,       2158.1,       1647.2,       2203.8,       1822.5,       2473.9,       1873.2,       1968.5,       1538.4,       1586.2,       1914.1,       1819.6,       2311.2,       1913.4,       2066.0,       1476.3,       1927.3,       1460.9,       2248.1,       1473.5,       2232.4,       1444.5,       2138.0,       2115.8,       2379.9,       1636.9,       1786.0,       2616.0,       1387.0,       2405.2,       2392.1,       2299.9,       1710.8,       1758.0,       2386.4,       1437.1,       1829.7,       1849.5
2012,       2314.9,       2131.3,       2439.4,       2406.3,       1671.3,       1948.0,       1556.4,       2385.9,       3721.8,       2288.2,       2257.8,       2294.9,       1454.2,       1828.6,       2090.4,       1597.2,       2267.0,       1739.8,       2450.3,       1876.6,       1929.5,       1496.6,       1604.9,       1939.1,       1725.1,       2340.0,       2037.2,       2064.4,       1647.3,       1893.4,       1383.2,       2315.6,       1499.6,       2186.5,       1523.8,       2123.9,       2178.6,       2413.3,       1601.4,       1759.3,       2590.1,       1555.4,       2304.2,       2327.0,       2352.4,       1759.6,       1705.9,       2412.3,       1658.9,       1827.5,       1823.2
2013,       2252.0,       2251.4,       2381.9,       2380.4,       1617.3,       1941.8,       1447.5,       2307.2,       3781.6,       2210.9,       2293.1,       2337.0,       1364.0,       1676.1,       1986.6,       1545.9,       2125.7,       1637.6,       2490.7,       1735.8,       1895.2,       1452.4,       1513.3,       1853.8,       1744.3,       2225.2,       1989.6,       1915.0,       1652.6,       1765.8,       1324.2,       2450.8,       1455.5,       2041.3,       1511.6,       1968.5,       2118.4,       2402.3,       1544.5,       1697.5,       2509.0,       1413.9,       2223.1,       2284.2,       2312.1,       1626.1,       1647.0,       2469.6,       1513.5,       1635.8,       1761.8
2014,       2149.5,       2096.4,       2289.1,       2313.5,       1527.4,       1857.1,       1418.1,       2230.1,       4082.3,       2481.5,       2258.4,       2228.9,       1359.9,       1552.2,       1880.0,       1495.8,       1952.4,       1577.1,       2421.6,       1548.2,       1819.6,       1364.5,       1384.5,       1763.5,       1956.9,       2055.3,       1922.1,       1864.1,       1494.3,       1584.4,       1248.3,       2353.4,       1381.4,       1937.8,       1539.5,       1963.6,       1956.9,       2204.6,       1472.2,       1542.8,       2433.4,       1415.5,       2156.0,       2137.3,       2239.1,       1160.8,       1560.5,       2489.1,       1447.3,       1547.6,       1572.4

		
		,1. The figures shown in this column for the offense of rape were estimated using the legacy UCR definition of rape - previously known as "Forcible" rape.  See UCR Offense Definitions for further information.
		
		,2. The figures shown in this column for the offense of rape were estimated using the revised Uniform Crime Reporting (UCR) definition of rape. In December 2011 the UCR program changed its definition of SRS rape to this revised definition. This change can be seen in the UCR data starting in 2013. Prior to 2013 this column will be blank. See UCR Offense Definitions for further information.
		
		
		,Notes:,National or state offense totals are based on data from all reporting agencies and estimates for unreported areas.

"           Rates are the number of reported offenses per 100,000 population"  
 
,,"Alabama - "
 
,,"2011 - because of changes in the state's reporting practices, figures are not comparable to previous years' data."  
 
,,"Delaware - "
 
,,"Since complete 1995 data were not available from Delaware, standard estimation procedures were applied to derive the 1995 state estimate." 
,,"The state UCR Program was unable to provide 1998 forcible rape figures in accordance with national UCR guidelines.  The 1998 forcible rape total for Delaware was estimated by reducing the number of reported offenses by the proportion of male forcible rape victims statewide."  
 
,,"District of Columbia - "
 
,,"1999-2008 District of Columbia data include reports from the Zoological Police" 
,,"2002-2008 data include reports from the Metro Transit Police" 
,,"2012 data includes offenses reported by the Zoological Police and the Metro Transit Police."  
 
,,"Florida - "
 
,,"Reporting problems at the state resulted in no usable 1988 data.  The state total was estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the geographic division in which the state resides was applied to the previous valid annual totals.  The state total was compiled from the sums of the population group estimates." 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The state UCR Program was able to provide an aggregated state total and data were received from 94 individual Florida agencies."  
 
,,"Illinois - "
 
,,"The state UCR Program was unable to provide 1985-current forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2006." 
,,"For 1993 state NIBRS conversion efforts resulted in estimation for Illinois.  Since valid annual totals were available for approximately 60 Illinois agencies, those counts were maintained.  The counts for the remaining jurisdictions were replaced with the most recent valid annual totals or were generated using standard estimation procedures.  The results of all sources were then combined to arrive at the 1993 state total for Illinois." 
,,"For 1994 state NIBRS conversion efforts resulted in estimation for Illinois.  Illinois totals were generated using only the valid crime rates for the East North Central Division.  Within each population group, the state's offense totals were estimated based on the rate per 100,000 inhabitants within the remainder of the division.  " 
,,"For 1996-current, the state UCR Program was unable to provide complete offense figures in accordance with UCR guidelines.  Valid Part I counts were available for most of the largest cities (100,000 and over in population).  For other agencies, the only available counts generated by the Illinois State Program were state totals based upon an incident-level system without indication of multiple offenses recorded within single incidents.  Therefore, the UCR Hierarchy Rule could not be applied in order to convert the state's data to Summary Reporting System data.  (The Hierarchy Rule requires that only the most serious offense in a multiple-offense criminal incident is counted.)  To arrive at a comparable state estimate to be included in national compilations, the Illinois State Program's state totals (which were inflated because of the nonapplication of the Hierarchy Rule) were reduced by the proportion of multiple offenses reported within single incidents in the NIBRS database.  Valid totals for the large cities were excluded from the reduction process."  
 
,,"Iowa - NIBRS conversion efforts resulted in estimation for Iowa in 1991.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the West North Central Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates."
  
 
,,"Kansas - "
 
,,"NIBRS conversion efforts resulted in estimation for Kansas in 1993.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the West North Central Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates. " 
,,"NIBRS conversion efforts resulted in estimation for Kansas in 1994.  State totals were generated using only the valid crime rates for the West North Central Division.  Within each population group, the state's offense totals were estimated based on the rate per 100,000 inhabitants within the remainder of the division.  " 
,,"The state UCR Program was unable to provide complete 1995 offense figures in accordance with UCR guidelines.  The state UCR Program was able to provide valid 1994 state totals which were then updated using 1995 crime trends for the West North Central Division.  " 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The Kansas state estimate was extrapolated from 1996 January-June state totals provided by the Kansas State UCR Program.  " 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The Kansas state estimate was extrapolated from 1996 January-June state totals provided by the Kansas State UCR Program.  " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  To arrive at 1998 estimates, 1997 state totals supplied by the Kansas State UCR Program were updated using 1998 crime trends for the West North Central Division." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kansas, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kansas is located. " 
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kansas, the 1999 state estimate was updated using 2000 crime trends for the West North Central Division."  
 
,,"Kentucky - "
 
,,"Reporting problems at the state resulted in no usable 1988 data.  The state total was estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the geographic division in which the state resides was applied to the previous valid annual totals.  The state total was compiled from the sums of the population group estimates.  " 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1995 and 1996 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1995 state total to generate the 1996 state total. " 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Kentucky is categorized were applied to the valid 1996 state total to effect the 1997 state total. " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Kentucky is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kentucky, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kentucky is located. " 
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kentucky, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Kentucky is located. " 
,,"The state UCR Program was unable to provide complete 2001 offense figures in accordance with UCR guidelines.  To arrive at the 2001 estimate for Kentucky, the 2000 state estimate was updated using 2001 crime trends reported for the East South Central Division.  " 
,,"The state UCR Program was unable to provide complete 2002 offense figures in accordance with UCR guidelines.  To obtain the 2002 state crime count, the FBI contacted the state UCR Program, and the state agency was able to provide their latest state total, 2000.  Therefore, the 2001 state estimate was updated for inclusion in the 2002 edition of Crime in the United States by using the 2001 crime trends for the division in which the state is located.  To derive the 2002 state estimate, the 2002 crime trends for the division were applied to the adjusted 2001 state estimate. " 
,,"The state UCR Program was unable to provide complete 2003 offense figures in accordance with UCR guidelines.  To obtain the 2003 estimate, the 2003 crime trend for the East South Central Division was applied to an adjusted 2002 state estimate.  The 2002 state count was reestimated by applying the 2002 crime trend for the East South Central Division using a more current figure, 2001 state totals, provided by the state UCR Program.  The adjusted 2002 estimate differs from the figure published in the 2002 edition of Crime in the United States which was originally estimated using 2002 state totals"  
 
,,"Maine - The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The Maine Department of Public Safety forwarded monthly January through October crime counts for each law enforcement contributor; since 12 months of data were not received, the national Program estimated for the missing data following standard estimation procedures to arrive at a 1999 state total."
  
 
,,"Michigan - The state UCR Program was unable to provide 1993 forcible rape figures in accordance with UCR guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
  
 
,,"Minnesota - "
 
,,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."  
 
,,"Montana - "
 
,,"The state UCR Program was unable to provide complete 1994 offense figures in accordance with UCR guidelines.  State totals were estimated by updating previous valid annual totals for individual jurisdictions, subdivided by population group.  Percent changes for each offense within each population group of the Mountain Division were applied to the previous valid annual totals.  The state totals were compiled from the sums of the population group estimates.  " 
,,"The state UCR Program was unable to provide complete 1995 offense figures in accordance with UCR guidelines.  State estimates were computed by updating the previous valid annual totals using the 1994 versus 1995 percent changes for the Mountain Division." 
,,"The state UCR Program was unable to provide complete 1996 offense figures in accordance with UCR guidelines.  The 1995 and 1996 percent changes within the geographic division in which Montana is categorized were applied to the valid 1995 state total to generate the 1996 state total. " 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which Montana is categorized were applied to the valid 1996 state total to effect the 1997 state total. " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which Montana is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Montana, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Montana is located." 
,,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Montana, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Montana is located." 
,,"2011 - because of changes in the state's reporting practices, figures are not comparable to previous years' data."  
 
,,"New Hampshire - "
 
,,"The state UCR Program was unable to provide complete 1997 offense figures in accordance with UCR guidelines.  The 1996 and 1997 percent changes within the geographic division in which New Hampshire is categorized were applied to the valid 1996 state total to effect the 1997 state total.  " 
,,"The state UCR Program was unable to provide complete 1998 offense figures in accordance with UCR guidelines.  The state total was estimated by using 1997 figures for the nonreporting areas and applying 1997 versus 1998 percentage changes for the division in which New Hampshire is located.  The estimates for the nonreporting areas were then increased by any actual 1998 crime counts received." 
,,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The state total for New Hampshire was estimated by using the 1998 figures for the 1999 nonreporting areas and applying the 2-year percent change for the New England Division."  
 
,,"New York - "
 
,,"2012 - because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data."  
 
,,"Oklahoma - For 1995, the increase in murders was the result of the bombing of the Alfred P. Murrah Federal Building in Oklahoma City."
  
 
,,"Pennsylvania - Since complete 1995 data were not available from Pennsylvania, standard estimation procedures were applied to derive the 1995 state estimate."
  
 
